produto,eixo,orçamentário,ação,objetivo,prefeitura bairro,unidade,meta física,programa,extra
Encosta Estabilizada,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Estabilização de Encostas,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Valéria,Unidade,1,Cidade Sustentável e Resiliente,5000000
Encosta Estabilizada,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Estabilização de Encostas,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Subúrbio/Ilhas,Unidade,7,Cidade Sustentável e Resiliente,5000000
Encosta Estabilizada,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Estabilização de Encostas,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Barra/Pituba,Unidade,3,Cidade Sustentável e Resiliente,5000000
Encosta Estabilizada,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Estabilização de Encostas,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Liberdade/São Caetano,Unidade,10,Cidade Sustentável e Resiliente,5000000
Encosta Estabilizada,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Estabilização de Encostas,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Pau da Lima,Unidade,4,Cidade Sustentável e Resiliente,5000000
Encosta Estabilizada,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Estabilização de Encostas,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Cabula/Tancredo Neves,Unidade,13,Cidade Sustentável e Resiliente,5000000
Encosta Estabilizada,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Estabilização de Encostas,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Centro/Brotas,Unidade,6,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Cabula/Tancredo Neves,Unidade,8,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Valéria,Unidade,1,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Pau da Lima,Unidade,4,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Liberdade/São Caetano,Unidade,11,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Cidade Baixa,Unidade,6,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Centro/Brotas,Unidade,7,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Itapuã/Ipitanga,Unidade,12,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Subúrbio/Ilhas,Unidade,6,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Cajazeiras,Unidade,2,Cidade Sustentável e Resiliente,5000000
Pontos de Coleta Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização do Sistema de Coleta e Destinação dos Resíduos,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Barra/Pituba,Unidade,9,Cidade Sustentável e Resiliente,5000000
Equipamentos Tecnológicos Modernizados,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Modernização Tecnológica da Defesa Civil,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Inter-Regionais,Unidade,533,Cidade Sustentável e Resiliente,5000000
Unidade de Compostagem Implantada,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Implantação de Unidade de Compostagem,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Pau da Lima,Unidade,1,Cidade Sustentável e Resiliente,5000000
Etapas do Plano Elaboradas,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Elaboração e Gestão do Plano de Resiliência de Salvador,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Inter-Regionais,Percentual,100,Cidade Sustentável e Resiliente,5000000
Sistema Ampliado %,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Ampliação do Sistema de Coleta Seletiva,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Inter-Regionais,de Áreas Ampliadas,100,Cidade Sustentável e Resiliente,5000000
Empreendedorismo Incentivado,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Fortalecimento do Empreendedorismo e Inovação no Município,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Inter-Regionais,Percentual,100,Cidade Sustentável e Resiliente,5000000
Centro Implantado,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Implantação de Centro Municipal de Inovações,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Barra/Pituba,Percentual,100,Cidade Sustentável e Resiliente,5000000
Etapas Elaboradas,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Elaboração do Plano Municipal de Combate aos Efeitos das Mudanças Climáticas,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Inter-Regionais,Percentual,100,Cidade Sustentável e Resiliente,5000000
Campanha Realizada,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Elaboração de Campanha Educacional e Conscientização Ambiental,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Inter-Regionais,Unidade,40,Cidade Sustentável e Resiliente,5000000
Ações Realizadas,SUSTENTABILIDADE E RESILIÊNCIA,301419000,Realização de Ações de Defesa Civil,"Transformar Salvador em uma cidade mais resiliente e sustentável, contribuindo para que esteja preparada para enfrentar os desafios de uma metrópole moderna. Para tanto, pretende-se investir na ampliação das áreas verdes, criando 7 novos parques na capital e requalificando 3, além do Jardim Botânico, bem assim investir na recuperação e expansão da mata atlântica, ampliar a coleta seletiva, reduzindo a quantidade de lixo destinada ao aterro sanitário, promover políticas de inovação e sustentabilidade, incluindo o uso da energia solar que estão como iniciativas de sustentabilidade para a capital. O cuidado com a população residente em áreas de risco também integra o conjunto de medidas desse objetivo, com mapeamento dessas áreas, ações de defesa civil e obras de contenção e estabilização.",Inter-Regionais,Percentual,100,Cidade Sustentável e Resiliente,5000000
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Cabula/Tancredo Neves,Unidade,3,Combinado - Acesso e Qualidade na Educação,5000000
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Subúrbio/Ilhas,Unidade,3,Combinado - Acesso e Qualidade na Educação,5000000
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Cajazeiras,Unidade,4,Combinado - Acesso e Qualidade na Educação,5000000
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Itapuã/Ipitanga,Unidade,8,Combinado - Acesso e Qualidade na Educação,5000000
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Cidade Baixa,Unidade,6,Combinado - Acesso e Qualidade na Educação,5000000
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Centro/Brotas,Unidade,5,Combinado - Acesso e Qualidade na Educação,5000000
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Liberdade/São Caetano,Unidade,6,Combinado - Acesso e Qualidade na Educação,5000000
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Pau da Lima,Unidade,4,Combinado - Acesso e Qualidade na Educação,5000000
Centro Construído,DESENVOLVIMENTO HUMANO,795074000,Construção e Reconstrução de Centros Municipais de Educação Infantil,"Expandir o acesso de qualidade à educação infantil e fundamental, ampliando as soluções para o ensino infantil que beneficiam crianças e pais, mantendo a evolução no Índice de Desenvolvimento da Educação Básica – IDEB nos anos iniciais e finais, aumentando o atendimento em tempo integral. Para tanto, visa-se a reconstrução, reforma e o aparelhamento de escolas municipais, a oferta de material pedagógico de qualidade, a qualificação profissional e a contratação de profissionais da educação, o monitoramento de resultados e a proposição de estratégias de melhoria para o desempenho da educação. Também se pretende garantir a atenção aos alunos portadores de necessidades especiais e otimizar processos que aprimorem o desempenho da educação.",Valéria,Unidade,3,Combinado - Acesso e Qualidade na Educação,5000000
